Mean.Layer.1,Mean.Layer.2,Mean.Layer.3,Standard.deviation.Layer.1,Standard.deviation.Layer.2,Standard.deviation.Layer.3,Skewness.Layer.1,Skewness.Layer.2,Skewness.Layer.3,Ratio.Layer.1,Ratio.Layer.2,Ratio.Layer.3,Min..pixel.value.Layer.1,Min..pixel.value.Layer.2,Min..pixel.value.Layer.3,Max..pixel.value.Layer.1,Max..pixel.value.Layer.2,Max..pixel.value.Layer.3,Mean.of.inner.border.Layer.1,Mean.of.inner.border.Layer.2,Mean.of.inner.border.Layer.3,Mean.of.outer.border.Layer.1,Mean.of.outer.border.Layer.2,Mean.of.outer.border.Layer.3,Border.Contrast.Layer.1,Border.Contrast.Layer.2,Border.Contrast.Layer.3,Contrast.to.neighbor.pixels.Layer.1..3.,Contrast.to.neighbor.pixels.Layer.2..3.,Contrast.to.neighbor.pixels.Layer.3..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.1..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.2..3.,Edge.Contrast.of.neighbor.pixels..Prototype..Layer.3..3.,StdDev..to.neighbor.pixels.Layer.1..3.,StdDev..to.neighbor.pixels.Layer.2..3.,StdDev..to.neighbor.pixels.Layer.3..3.,Circular.Mean.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.Mean.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.Mean.Layer.3..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Layer.3..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.1..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.2..R1..User..3..R2..Same...R1...border.,Circular.StdDev.Mean.Layer.3..R1..User..3..R2..Same...R1...border.,Mean.Diff..to.neighbors.Layer.1..0.,Mean.Diff..to.neighbors.Layer.2..0.,Mean.Diff..to.neighbors.Layer.3..0.,Mean.Diff..to.neighbors..abs..Layer.1..0.,Mean.Diff..to.neighbors..abs..Layer.2..0.,Mean.Diff..to.neighbors..abs..Layer.3..0.,Rel..border.to.brighter.objects.Layer.1,Rel..border.to.brighter.objects.Layer.2,Rel..border.to.brighter.objects.Layer.3,Mean.diff..to.scene.Layer.1,Mean.diff..to.scene.Layer.2,Mean.diff..to.scene.Layer.3,Ratio.to.scene.Layer.1,Ratio.to.scene.Layer.2,Ratio.to.scene.Layer.3,HSI.Transformation.Hue.R.Layer.1.G.Layer.2.B.Layer.3.,Area..Pxl.,Border.length..Pxl.,Length..mu_m.,Length.Width,Number.of.pixels,Rel..Border.to.Image.Border,Volume..Pxl.,Width..mu_m.,Asymmetry,Border.index,Compactness,Density,Elliptic.Fit,Radius.of.largest.enclosed.ellipse,Radius.of.smallest.enclosing.ellipse,Rectangular.Fit,Roundness,Shape.index,Area..excluding.inner.polygons...Pxl.,Area..including.inner.polygons...Pxl.,Average.length.of.edges..polygon...Pxl.,Compactness..polygon.,Length.of.longest.edge..polygon...Pxl.,Number.of.edges..polygon.,Number.of.inner.objects..polygon.,Perimeter..polygon...Pxl.,Stddev.of.length.of.edges..polygon...Pxl.,Mean.of.sub.objects..stddev.Layer.1..1.,Area.of.sub.objects..mean..1...Pxl.,Area.of.sub.objects..stddev..1...Pxl.,Density.of.sub.objects..mean..1.,Density.of.sub.objects..stddev..1.,Asymmetry.of.sub.objects..mean..1.,Asymmetry.of.sub.objects..stddev..1.,Direction.of.sub.objects..mean..1.,Direction.of.sub.objects..stddev..1.,GLCM.Homogeneity..quick.8.11..Layer.1..all.dir..,GLCM.Contrast..quick.8.11..Layer.1..all.dir..,GLCM.Dissimilarity..quick.8.11..Layer.1..all.dir..,GLCM.Entropy..quick.8.11..Layer.1..all.dir..,GLCM.Ang..2nd.moment..quick.8.11..Layer.1..all.dir..,GLCM.Mean..quick.8.11..Layer.1..all.dir..,GLCM.StdDev..quick.8.11..Layer.1..all.dir..,GLCM.Correlation..quick.8.11..Layer.1..all.dir..,Number.of.sub.objects.Nucleus..1.,Number.of.sub.objects.Dark..1.,Area.of.sub.objects.Nucleus..1...Pxl.,Area.of.sub.objects.Dark..1...Pxl.,Rel..area.of.sub.objects.Nucleus..1.,Rel..area.of.sub.objects.Dark..1.,Rel..area.of.sub.objects.unclassified..1.
206.255328,141.854213,215.102788,33.953650,43.239880,28.451694,-1.168987,0.090997,-0.912553,0.366212,0.251866,0.381921,20.000000,0.000000,58.000000,255.000000,255.000000,255.000000,196.592417,134.734597,212.565561,185.861371,123.908879,203.656542,9.796951,10.109756,8.532317,179.652374,221.273506,77.166737,84.176499,101.590759,60.401348,52.128333,56.793441,38.561351,215.125000,152.625000,225.500000,9.911326,11.340607,7.474958,0.046072,0.074304,0.033148,28.704438,17.475086,11.426002,39.806690,45.121831,22.546829,0.341463,0.351829,0.351829,26.703672,16.247586,10.537507,1.148724,1.129353,1.051512,0.813202,16140.000000,1640.000000,242188666.440000,1.458270,16140.000000,0.000000,16140.000000,166079476.510000,0.337400,3.153846,2.492105,1.880105,0.385502,0.314895,2.064355,0.706781,1.749460,3.227246,16154.000000,16154.000000,5.967244,0.101492,56.008928,237.000000,0.000000,1414.236761,4.682687,34.899893,2305.714286,5336.516861,1.596391,0.310825,0.565172,0.229077,92.130977,27.870767,0.082016,490.030122,15.339381,8.857708,0.000367,205.315389,34.252878,0.889476,0.000000,6.000000,0.000000,764.000000,0.000000,0.047336,0.952664
119.526706,53.552882,166.685732,51.016565,51.730378,42.047100,0.251379,1.227465,-0.301074,0.351792,0.157617,0.490591,4.000000,0.000000,28.000000,255.000000,240.000000,255.000000,172.007648,118.069790,198.223709,219.476959,174.328341,235.714286,-37.976337,-42.228747,-31.127958,-713.747909,-2068.526614,-327.557312,124.700950,161.599483,89.121174,51.661954,76.669184,38.057313,247.187500,244.187500,251.187500,2.242174,2.242174,2.242174,0.009071,0.009182,0.008926,-98.655532,-132.982701,-63.101353,98.655532,132.982701,63.101353,1.000000,1.000000,1.000000,-70.913917,-81.412914,-43.409692,0.627632,0.396789,0.793381,0.763859,6609.000000,1320.000000,245000000.000000,2.187500,6609.000000,0.135606,6609.000000,112000000.000000,0.686598,3.750000,4.151914,1.148807,0.000000,0.009290,2.361515,0.153034,2.352225,4.059252,6631.000000,13101.500000,8.155063,0.135950,179.000000,96.000000,1.000000,782.886000,18.136185,45.786296,314.714286,243.375693,1.117318,0.362326,0.855384,0.129349,86.020477,34.328400,0.045633,1151.724428,23.399418,9.638644,0.000085,120.999914,53.038358,0.891790,3.000000,18.000000,1239.000000,5370.000000,0.187472,0.812528,0.000000
118.708732,41.672991,171.300500,38.971956,37.770960,30.162640,0.254286,1.203569,-0.056341,0.357899,0.125641,0.516460,6.000000,0.000000,35.000000,255.000000,216.000000,255.000000,149.029126,75.609003,183.051192,183.373252,111.882867,212.609266,-31.824561,-33.329285,-28.237517,-639.620756,-2140.768130,-228.315038,114.095927,124.738926,78.507170,44.848529,61.040233,36.771620,123.437500,35.312500,165.687500,29.939457,27.307780,23.753207,0.242548,0.773318,0.143361,-83.195101,-101.511202,-46.008597,83.195101,101.511202,46.008597,1.000000,1.000000,1.000000,-71.731890,-93.292806,-38.794924,0.623337,0.308767,0.815346,0.765714,11807.000000,1482.000000,278310549.970000,2.376175,11807.000000,0.000000,11807.000000,117125422.330000,0.836668,3.100418,2.760840,1.394431,0.180656,0.292544,1.808760,0.575495,1.516216,3.409718,11807.000000,11807.000000,6.332376,0.094378,32.015621,198.000000,0.000000,1253.810460,4.403737,32.900352,368.968750,249.742178,1.473631,0.387321,0.729486,0.214689,4.858142,41.685557,0.053153,571.623073,17.711322,9.398247,0.000113,119.888933,40.139210,0.906976,7.000000,24.000000,2521.000000,9055.000000,0.213517,0.766918,0.019565
111.877187,34.855918,166.108405,34.489614,30.922597,27.384297,0.503100,1.173375,0.248458,0.357616,0.111417,0.530967,22.000000,0.000000,73.000000,249.000000,176.000000,255.000000,135.524793,61.785124,172.223140,171.144578,98.682731,203.064257,-32.114458,-33.027108,-28.737952,-764.186348,-2757.837977,-282.114104,109.730404,117.018874,78.214528,39.111080,56.412431,32.371109,114.125000,26.250000,160.812500,16.609015,11.283284,10.619668,0.145534,0.429839,0.066038,-75.673240,-89.867361,-40.435471,75.673240,89.867361,40.435471,1.000000,1.000000,1.000000,-78.563436,-100.109878,-43.987019,0.587465,0.258257,0.790633,0.764470,2915.000000,332.000000,90732989.747000,1.773464,2915.000000,0.000000,2915.000000,51161437.063000,0.588916,1.469027,1.592463,2.076527,0.753002,0.598430,1.367137,0.847029,0.768707,1.537301,2886.500000,2886.500000,5.567269,0.468106,17.464249,50.000000,0.000000,278.363473,3.363294,26.250769,416.428571,288.960629,1.596880,0.377785,0.685426,0.239891,101.897047,39.340662,0.052909,495.434905,16.849938,8.879612,0.000183,112.587477,35.312139,0.895176,0.000000,7.000000,0.000000,2915.000000,0.000000,1.000000,0.000000
106.281131,29.132162,160.923606,30.904700,24.962373,26.476165,-0.103555,0.758480,0.322086,0.358650,0.098308,0.543043,28.000000,0.000000,92.000000,206.000000,134.000000,238.000000,121.810976,44.006098,162.902439,160.952381,84.559524,196.261905,-35.743119,-36.834862,-31.770642,-709.348233,-2833.885019,-275.424081,122.976767,109.307398,91.860948,43.260881,52.180261,36.729641,116.875000,36.000000,171.312500,33.896672,28.244468,30.308247,0.290025,0.784569,0.176918,-91.499652,-109.162017,-50.227893,91.499652,109.162017,50.227893,1.000000,1.000000,1.000000,-84.159492,-105.833634,-49.171818,0.558080,0.215848,0.765955,0.764231,1309.000000,218.000000,52000000.000000,1.529412,1309.000000,0.000000,1309.000000,34000000.000000,0.435077,1.453333,1.350649,2.203440,0.868602,0.869887,1.237785,0.913573,0.367898,1.506353,1323.000000,1323.000000,6.398416,0.517960,21.095023,28.000000,0.000000,179.155635,4.420859,18.652304,261.800000,158.933194,1.800501,0.247962,0.495745,0.245328,9.629486,40.093087,0.047475,569.235825,18.319012,8.569584,0.000231,107.455035,32.196236,0.851722,3.000000,2.000000,1052.000000,257.000000,0.803667,0.196333,0.000000
112.575083,38.926585,163.552558,36.854533,35.873149,31.778542,0.229075,1.518639,-0.207043,0.357320,0.123555,0.519125,12.000000,0.000000,19.000000,255.000000,222.000000,255.000000,133.198291,65.203419,169.030769,177.397284,111.246180,207.643463,-40.299745,-41.784439,-35.895408,-704.520532,-2486.906984,-290.398965,112.102252,131.499701,80.650572,50.814511,74.748199,38.414079,143.500000,60.625000,190.937500,25.179357,24.854263,22.763646,0.175466,0.409967,0.119220,-82.064530,-104.134237,-49.875893,82.064530,104.134237,49.875893,1.000000,1.000000,1.000000,-77.865539,-96.039211,-46.542865,0.591130,0.288418,0.778468,0.765159,3596.000000,784.000000,184786522.010000,2.497971,3596.000000,0.000000,3596.000000,73974657.784000,0.763866,2.947368,3.801312,1.395223,0.255840,0.252320,2.150126,0.589839,1.897806,3.268483,3550.000000,3550.000000,6.556863,0.103761,27.313001,100.000000,0.000000,655.686273,4.340036,27.115980,239.733333,94.261669,1.572961,0.355808,0.674334,0.230845,27.440955,27.942129,0.048662,1009.868986,21.406169,9.137168,0.000140,115.169196,39.728758,0.824677,6.000000,9.000000,1608.000000,1988.000000,0.447164,0.552836,0.000000
136.782159,60.202466,180.093622,44.789094,50.587287,34.139852,0.461806,1.071246,0.131674,0.362742,0.159655,0.477603,30.000000,0.000000,68.000000,255.000000,245.000000,255.000000,166.269406,98.077626,187.773973,198.608989,133.804494,217.224719,-30.406574,-32.546713,-28.423875,-489.195431,-1502.833556,-213.692707,108.167065,121.005384,75.697635,38.903375,52.120886,31.717944,185.000000,102.812500,199.125000,39.395431,47.159594,40.643073,0.212948,0.458695,0.204108,-63.215500,-89.233301,-35.392685,63.215500,89.233301,35.392685,1.000000,1.000000,1.000000,-53.658464,-74.763330,-30.001802,0.718240,0.446057,0.857199,0.773124,6569.000000,578.000000,134435468.730000,1.635159,6569.000000,0.000000,6569.000000,82215511.760000,0.547413,1.720238,1.682552,2.171149,0.804232,0.641198,1.270911,0.853318,0.629713,1.782864,6553.500000,6553.500000,5.691036,0.343788,22.022716,86.000000,0.000000,489.429138,3.515748,31.231545,328.450000,241.599767,1.621145,0.332702,0.599117,0.238211,7.280839,45.497270,0.057247,516.089347,17.156486,9.320819,0.000126,136.993451,44.907233,0.933833,4.000000,14.000000,1817.000000,3893.000000,0.276602,0.592632,0.130766
124.541173,44.932489,175.186879,32.170297,31.861593,26.541329,0.060373,0.623355,0.147200,0.361344,0.130367,0.508288,18.000000,0.000000,68.000000,255.000000,205.000000,255.000000,136.263538,62.080626,176.918171,158.391408,86.310263,196.066826,-20.154917,-21.526902,-18.131725,-329.383082,-1368.668264,-130.234089,112.898559,125.565322,73.971506,62.198330,75.636260,41.461087,102.437500,26.375000,172.750000,11.073441,10.623529,11.945187,0.108099,0.402788,0.069147,-59.738459,-79.485369,-32.643476,65.869765,83.024330,35.840980,0.850649,0.850649,0.850649,-65.899449,-90.033307,-34.908544,0.653963,0.332918,0.833844,0.768530,7347.000000,1078.000000,246908245.510000,4.188256,7347.000000,0.000000,7347.000000,58952524.565000,0.932022,2.472477,1.981198,1.236620,0.414455,0.098626,1.648110,0.739816,1.549485,3.144154,7370.000000,7370.000000,5.804200,0.110120,21.000000,158.000000,0.000000,917.063532,3.568422,20.123105,432.176471,387.815183,1.580165,0.339208,0.666071,0.253459,162.650752,36.308794,0.056351,497.464039,16.706403,9.102345,0.000151,125.271644,33.137039,0.879478,4.000000,13.000000,1585.000000,5762.000000,0.215734,0.784266,0.000000
102.755994,32.188865,164.158231,32.552753,29.971142,28.741328,0.394141,1.101848,0.124203,0.343547,0.107618,0.548835,17.000000,0.000000,65.000000,253.000000,202.000000,255.000000,120.818373,50.821879,171.949509,147.571329,78.948504,195.034099,-24.101314,-25.179080,-21.348850,-809.255631,-3233.992386,-279.623313,124.944988,148.237570,85.797544,59.545799,85.222697,41.848992,248.937500,239.937500,248.500000,6.494890,2.749290,6.264982,0.026090,0.011458,0.025211,-62.573033,-72.987643,-35.096410,62.573033,72.987643,35.096410,1.000000,1.000000,1.000000,-87.684629,-102.776931,-45.937192,0.539570,0.238496,0.781351,0.755787,11262.000000,1826.000000,319239716.880000,1.609548,11262.000000,0.000000,11262.000000,198341195.810000,0.417054,4.168950,5.622304,1.162807,0.000000,0.009405,2.794588,0.370810,2.785183,4.301630,11183.000000,11183.000000,6.466536,0.057383,40.049969,242.000000,0.000000,1564.901641,5.719773,23.549336,351.937500,279.773339,1.551350,0.403669,0.689737,0.216922,86.927103,47.517032,0.053898,551.995935,17.501108,9.204942,0.000137,103.642994,33.608789,0.869285,6.000000,26.000000,2578.000000,8684.000000,0.228911,0.771089,0.000000
124.957066,50.778191,176.207237,40.053717,36.922787,31.504585,0.008204,0.599448,-0.167755,0.355050,0.144280,0.500671,0.000000,0.000000,62.000000,255.000000,192.000000,255.000000,143.438471,73.641577,182.737157,166.587604,99.396901,203.506555,-21.129562,-22.987226,-19.375000,-439.061334,-1358.799700,-167.193114,110.218983,121.921117,70.684234,53.955946,66.295672,36.766461,106.187500,32.937500,167.937500,19.628483,16.299803,19.584652,0.184847,0.494871,0.116619,-49.238419,-65.719078,-28.189057,61.373497,76.702594,34.893935,0.653285,0.653285,0.653285,-65.483557,-84.187605,-33.888186,0.656147,0.376230,0.838701,0.765234,10225.000000,1096.000000,264055254.150000,2.711916,10225.000000,0.000000,10225.000000,97368530.985000,0.873761,2.393013,2.514491,1.487769,0.462298,0.543089,1.881784,0.699789,1.338696,2.709686,10217.500000,10217.500000,5.542940,0.146315,21.840330,169.000000,0.000000,936.756794,3.129747,32.738813,352.586207,231.051945,1.641054,0.348100,0.654318,0.220333,160.797388,42.681997,0.055583,510.610806,16.954913,9.360323,0.000114,125.365640,40.450195,0.918676,9.000000,19.000000,3117.000000,6889.000000,0.304841,0.673741,0.021418
138.328249,65.204465,172.555703,50.470141,54.701800,38.396913,-0.027890,0.846690,-0.099544,0.367808,0.173375,0.458817,11.000000,0.000000,57.000000,255.000000,250.000000,255.000000,164.962130,101.105325,188.962130,197.978799,138.805654,218.151943,-30.153641,-33.602131,-27.325933,-426.551455,-1221.197660,-233.076997,117.643024,144.092227,85.975471,54.011066,77.091813,41.301041,213.250000,181.937500,217.312500,38.204221,53.530913,36.101798,0.179152,0.294227,0.166128,-70.827796,-97.108395,-49.618893,74.699000,102.389204,51.190000,0.905861,0.905861,0.905861,-52.112373,-69.761331,-37.539720,0.726359,0.483118,0.821321,0.780194,4524.000000,1126.000000,294562874.940000,5.697043,4524.000000,0.000000,4524.000000,51704515.754000,0.971675,2.963158,3.366541,0.839032,0.112732,0.004588,2.263896,0.552701,2.259309,4.185209,4541.000000,4541.000000,6.692359,0.065003,32.756679,140.000000,0.000000,936.930202,5.119948,41.895559,301.600000,127.904548,1.277302,0.389563,0.835293,0.164446,122.653101,16.549601,0.052427,844.120390,20.396095,9.428983,0.000104,140.140575,52.086635,0.918930,3.000000,10.000000,824.000000,3090.000000,0.182140,0.683024,0.134836
117.767042,37.156397,164.211054,39.928577,35.530823,35.055924,-0.054212,1.735411,-0.684880,0.369020,0.116429,0.514551,0.000000,0.000000,32.000000,255.000000,231.000000,255.000000,136.423529,61.151261,165.376471,174.533445,101.817726,199.725753,-35.915049,-37.584951,-33.035194,-672.646189,-2914.908958,-297.286850,129.087405,153.792715,92.150474,55.859337,80.723373,42.965263,131.687500,34.375000,178.812500,24.588409,20.975805,22.150674,0.186718,0.610205,0.123877,-77.574925,-105.441162,-47.134419,77.574925,105.441162,47.134419,1.000000,1.000000,1.000000,-72.673581,-97.809399,-45.884369,0.618392,0.275302,0.781602,0.772409,4885.000000,824.000000,158674453.630000,1.669558,4885.000000,0.000000,4885.000000,95039811.910000,0.315419,2.821918,3.087081,1.826657,0.320368,0.198262,2.213261,0.652945,2.015000,2.947372,4860.500000,4860.500000,6.169337,0.135067,33.301652,109.000000,0.000000,672.457744,4.328396,34.751479,325.666667,206.680967,1.530178,0.379973,0.688491,0.282862,118.788298,44.173934,0.057981,655.352958,17.866880,9.150373,0.000144,118.976578,40.996726,0.897240,5.000000,10.000000,2020.000000,2865.000000,0.413511,0.586489,0.000000
127.334129,62.107355,174.127613,51.876417,57.991970,41.004385,0.511446,1.286116,-0.079459,0.350234,0.170827,0.478940,6.000000,0.000000,21.000000,255.000000,255.000000,255.000000,154.428916,100.414458,187.937349,181.948529,131.767157,210.371324,-24.658467,-27.614948,-20.569536,-562.377866,-1635.029144,-261.216689,133.170543,180.917507,89.335617,61.898613,90.148023,41.331134,245.437500,213.562500,251.562500,9.499794,25.607540,6.470788,0.038706,0.119907,0.025722,-69.309411,-98.494608,-42.986284,78.453899,111.700029,47.893132,0.775781,0.775781,0.775781,-63.106494,-72.858441,-35.967810,0.668629,0.460171,0.828803,0.763713,15500.000000,1076.000000,234366835.490000,1.550448,15500.000000,0.017658,15500.000000,151160704.820000,0.583693,2.101562,2.285617,1.874240,0.503613,0.461741,1.850638,0.740721,1.388898,2.160660,15510.500000,15510.500000,6.934323,0.232631,28.284271,132.000000,0.000000,915.330665,4.405757,38.058016,310.000000,218.277713,1.548234,0.373896,0.648591,0.227730,91.160162,47.402957,0.051019,895.035129,21.282287,9.713216,0.000097,127.613174,52.270591,0.914444,13.000000,34.000000,4192.000000,9835.000000,0.270452,0.634516,0.095032
125.314928,47.011515,175.756659,37.825895,34.740716,29.232184,0.032326,0.751719,-0.054263,0.360014,0.135058,0.504927,0.000000,0.000000,51.000000,255.000000,200.000000,255.000000,143.253049,69.740854,178.599593,175.718338,103.717325,206.924012,-29.682576,-30.747727,-26.545455,-504.657051,-1704.651122,-185.918869,107.952855,119.166176,71.093876,47.647432,60.883752,34.597699,163.250000,72.562500,197.312500,18.813227,17.157246,15.667318,0.115242,0.236448,0.079404,-60.964803,-74.657854,-32.089850,60.964803,74.657854,32.089850,1.000000,1.000000,1.000000,-65.125695,-87.954281,-34.338764,0.658026,0.348322,0.836556,0.768034,14416.000000,1320.000000,333594157.160000,3.495063,14416.000000,0.000000,14416.000000,95447259.561000,0.832091,2.275862,2.208702,1.669537,0.650666,0.632485,1.775893,0.802519,1.143408,2.748473,14406.000000,14406.000000,6.034364,0.151747,24.083189,181.000000,0.000000,1092.219879,3.831991,30.939378,379.368421,267.122722,1.590846,0.306318,0.703891,0.229692,44.567722,31.084696,0.058046,476.314760,16.212901,9.322555,0.000123,125.979539,38.328218,0.915360,13.000000,25.000000,5163.000000,9253.000000,0.358144,0.641856,0.000000
136.251713,59.964808,181.851454,32.829697,34.913805,24.498054,-0.085050,0.578177,-0.064829,0.360389,0.158609,0.481002,39.000000,0.000000,91.000000,247.000000,211.000000,255.000000,161.286449,94.403087,188.344768,170.955372,107.319008,197.003306,-8.986702,-10.700798,-8.694149,-465.186112,-1716.961226,-208.714154,126.750916,173.909174,86.493641,57.265476,84.157937,39.726073,130.562500,54.625000,185.187500,22.723800,21.136092,20.100431,0.174045,0.386931,0.108541,-36.272251,-57.106016,-19.634383,57.959885,74.869042,31.616637,0.652926,0.652926,0.652926,-54.188909,-75.000988,-28.243969,0.715455,0.444296,0.865566,0.770981,5399.000000,752.000000,190380127.690000,1.701642,5399.000000,0.000000,5399.000000,111880263.920000,0.171320,2.457516,3.945134,1.978957,0.457307,0.492346,2.513621,0.687332,2.021274,2.558593,5411.500000,5411.500000,6.670249,0.159140,43.046487,98.000000,0.000000,653.684370,6.640832,22.636765,385.642857,246.159532,1.680123,0.395064,0.635556,0.215221,4.640817,35.456091,0.059187,429.548670,15.612804,9.008620,0.000165,136.452155,33.605058,0.899898,6.000000,8.000000,2291.000000,3108.000000,0.424338,0.575662,0.000000
127.698329,55.137588,177.633599,36.459900,37.713495,30.831837,0.144650,0.855914,0.037404,0.354256,0.152960,0.492784,22.000000,0.000000,78.000000,255.000000,232.000000,255.000000,151.117221,75.968162,183.736614,182.334298,108.018813,210.613603,-28.441781,-28.966895,-25.245434,-568.221965,-1474.182301,-205.318370,96.245607,105.598439,63.783747,35.172862,50.016084,29.562349,124.687500,49.937500,184.062500,24.964271,24.575060,25.681873,0.200215,0.492116,0.139528,-74.883513,-87.640215,-39.920870,74.883513,87.640215,39.920870,1.000000,1.000000,1.000000,-62.742293,-79.828208,-32.461824,0.670541,0.408530,0.845490,0.765392,6643.000000,876.000000,246732562.690000,3.045351,6643.000000,0.000000,6643.000000,81019422.604000,0.916886,2.305263,3.009202,1.227033,0.317477,0.228158,1.925111,0.649962,1.696953,2.686965,6676.000000,6676.000000,6.628647,0.146911,62.008064,114.000000,0.000000,755.665724,7.993891,28.799374,332.150000,290.247873,1.619557,0.361163,0.660520,0.241610,82.940673,30.432934,0.051313,650.279682,18.984540,9.278257,0.000128,128.620106,37.465778,0.876565,8.000000,12.000000,2650.000000,3993.000000,0.398916,0.601084,0.000000
129.592233,53.367198,173.397712,37.518939,33.411434,29.749386,-0.429934,0.288523,-0.588572,0.363658,0.149758,0.486584,7.000000,0.000000,43.000000,227.000000,168.000000,255.000000,146.534521,76.884187,177.514477,178.803965,111.850220,206.594714,-29.636667,-31.281667,-27.500000,-437.992149,-1474.922088,-212.037119,107.474442,129.002344,74.616845,52.527866,73.203268,36.695486,120.312500,54.687500,180.437500,46.656616,39.301270,34.639156,0.387795,0.718652,0.191973,-66.001018,-84.908343,-40.460120,66.001018,84.908343,40.460120,1.000000,1.000000,1.000000,-60.848390,-81.598598,-36.697712,0.680486,0.395413,0.825328,0.772508,2884.000000,600.000000,99990206.282000,1.192331,2884.000000,0.000000,2884.000000,83861098.500000,0.514957,2.752294,2.907520,1.636946,0.197642,0.058209,2.016689,0.584766,1.958480,2.793146,2869.500000,2869.500000,6.176563,0.144059,23.000000,81.000000,0.000000,500.301566,4.055638,24.128486,320.444444,224.952889,1.490698,0.355008,0.705595,0.177865,177.859903,48.315588,0.053184,617.868254,18.242018,9.006503,0.000160,131.078870,38.735596,0.891126,0.000000,9.000000,0.000000,2884.000000,0.000000,1.000000,0.000000
129.754298,47.600757,180.928301,33.715035,30.665865,25.799456,-0.103693,0.368693,0.050852,0.362156,0.132858,0.504987,23.000000,0.000000,91.000000,235.000000,159.000000,255.000000,156.087059,75.687059,187.576471,184.930070,105.808858,212.848485,-27.151786,-27.894643,-24.632143,-517.383806,-1555.759324,-198.646384,97.455391,103.381026,61.069908,30.309991,35.707361,23.415906,138.375000,28.312500,180.625000,14.097318,11.841235,12.035754,0.101878,0.418233,0.066634,-70.876295,-85.862454,-33.625635,70.876295,85.862454,33.625635,1.000000,1.000000,1.000000,-60.686324,-87.365040,-29.167122,0.681337,0.352688,0.861172,0.769363,5816.000000,560.000000,99000000.000000,1.064516,5816.000000,0.000000,5816.000000,93000000.000000,0.204714,1.830065,1.583047,2.296248,0.754470,0.596222,1.533081,0.872166,0.936858,1.835760,5828.500000,5828.500000,5.792026,0.324687,21.023796,82.000000,0.000000,474.946095,3.519084,22.590571,387.733333,178.110627,1.804194,0.325451,0.560526,0.225956,95.858736,47.449741,0.058168,453.471163,16.107668,9.072066,0.000151,130.270333,34.280251,0.898363,9.000000,6.000000,4494.000000,1322.000000,0.772696,0.227304,0.000000
205.705507,157.178999,219.456162,39.811201,47.609510,31.720950,-1.793532,-0.914015,-1.418572,0.353239,0.269909,0.376852,3.000000,0.000000,53.000000,255.000000,255.000000,255.000000,208.811024,153.608268,222.220472,184.438710,126.587097,197.041935,31.002538,32.530457,30.055838,84.028209,186.337461,79.835462,59.489292,86.507937,52.621993,36.932391,49.170959,32.878709,236.937500,218.375000,246.562500,12.208955,15.854317,10.024774,0.051528,0.072601,0.040658,34.739913,52.293652,22.212864,34.739913,52.293652,22.212864,0.000000,0.000000,0.000000,15.264884,22.213203,9.360739,1.080156,1.164584,1.044555,0.796534,8771.000000,596.000000,133000000.000000,1.683544,8771.000000,0.338926,8771.000000,79000000.000000,0.488916,1.528205,1.197925,2.190122,0.751226,0.694048,1.300099,0.942943,0.606052,1.590969,8703.000000,8703.000000,9.600641,0.378346,127.000000,56.000000,0.000000,537.635919,19.383381,36.989167,1461.833333,3026.424536,1.574582,0.312601,0.577928,0.206359,105.656905,48.487059,0.067693,470.823382,15.873994,8.860079,0.000264,205.130461,39.840373,0.922869,1.000000,4.000000,271.000000,273.000000,0.030897,0.031125,0.937977
209.916650,144.067775,218.585133,29.514944,40.933681,26.387413,-1.067305,-0.038843,-0.924389,0.366622,0.251616,0.381762,7.000000,0.000000,64.000000,255.000000,255.000000,255.000000,207.286606,140.450057,217.645289,199.181753,128.662865,211.414825,8.368508,9.014365,7.483978,75.828275,153.136179,46.746817,65.758963,95.397311,51.013723,44.125035,58.627565,32.334663,196.937500,112.500000,203.125000,24.689240,26.146223,24.199367,0.125366,0.232411,0.119135,26.135793,31.430125,15.495127,33.854761,47.872071,22.214743,0.352486,0.352486,0.352486,19.476027,9.101979,8.489709,1.102268,1.067439,1.040409,0.813945,35057.000000,2178.000000,523000000.000000,2.432558,35057.000000,0.168962,35057.000000,215000000.000000,0.829526,2.630435,3.207491,1.407647,0.296289,0.230218,2.421950,0.670384,2.191733,2.908108,34991.500000,34991.500000,7.552513,0.120430,247.000000,253.000000,0.000000,1910.785753,17.462973,20.024993,2337.133333,8206.950484,1.510297,0.321873,0.610314,0.238486,98.816717,27.654062,0.075966,360.668862,13.916406,8.760447,0.000293,209.454380,29.400472,0.889592,3.000000,11.000000,667.000000,1347.000000,0.019026,0.038423,0.942551
